N,P,K,temperature,humidity,ph,rainfall,label
50,22,38,21.6,72.2,7.1,761.3,Ragi
46,21,34,23.4,70.5,6.3,651.1,Ragi
53,18,32,25.0,79.4,6.6,698.0,Ragi
54,21,33,21.9,77.5,6.5,764.9,Ragi
54,18,36,25.8,78.0,6.6,769.9,Ragi
48,19,32,22.1,81.3,7.1,728.6,Ragi
50,20,36,24.1,74.2,6.1,709.6,Ragi
46,18,35,25.0,73.9,6.4,689.8,Ragi
45,22,37,24.9,72.8,6.0,644.8,Ragi
55,19,32,22.1,81.7,6.1,636.4,Ragi
51,19,33,26.2,79.6,5.9,758.3,Ragi
47,22,37,23.4,68.1,6.6,646.6,Ragi
52,19,33,25.3,81.7,6.2,685.4,Ragi
47,21,38,24.2,67.5,6.7,764.3,Ragi
48,21,38,24.0,78.3,6.4,635.7,Ragi
54,22,34,24.1,67.9,6.4,636.3,Ragi
45,21,36,26.1,79.5,6.0,665.5,Ragi
49,20,35,26.1,71.0,6.2,650.0,Ragi
53,21,37,25.5,70.0,6.3,711.2,Ragi
53,18,31,25.1,75.9,6.1,690.6,Ragi
55,21,35,22.9,74.5,6.1,762.8,Ragi
49,20,34,26.3,69.9,7.1,639.6,Ragi
45,22,31,24.8,70.1,6.0,643.1,Ragi
54,18,34,23.2,70.7,6.7,754.8,Ragi
54,18,33,25.5,75.5,6.4,657.1,Ragi
51,21,38,22.9,69.5,6.4,677.5,Ragi
45,22,35,24.1,70.8,6.7,633.6,Ragi
54,18,38,25.5,81.1,6.9,698.7,Ragi
48,21,35,24.6,81.2,6.7,661.0,Ragi
45,21,35,24.8,67.6,6.8,768.2,Ragi
55,19,35,24.5,69.6,6.7,762.3,Ragi
54,19,33,23.6,70.0,6.9,663.0,Ragi
47,22,36,23.0,79.3,6.1,653.1,Ragi
47,18,33,21.9,68.1,6.8,720.1,Ragi
45,20,37,21.7,79.8,7.0,654.9,Ragi
45,22,31,23.2,69.9,6.9,723.5,Ragi
47,20,37,24.4,68.1,6.7,688.4,Ragi
46,22,34,23.8,79.0,6.5,697.6,Ragi
55,19,39,21.7,80.8,6.8,691.4,Ragi
55,21,34,24.0,73.9,6.7,736.6,Ragi
55,18,33,22.0,73.6,6.0,762.2,Ragi
54,19,34,24.6,81.3,6.2,682.7,Ragi
53,19,32,24.0,70.7,6.6,747.6,Ragi
52,20,38,22.6,70.1,5.9,685.9,Ragi
54,18,35,22.3,82.1,7.0,733.0,Ragi
51,18,39,23.2,79.7,6.2,726.7,Ragi
53,19,36,23.8,69.4,6.0,636.5,Ragi
47,19,34,22.7,80.8,6.9,727.5,Ragi
49,22,38,24.9,74.9,6.6,734.5,Ragi
46,19,35,22.2,70.6,6.6,735.6,Ragi
47,22,32,21.9,77.7,6.2,695.6,Ragi
48,19,37,24.6,73.2,6.0,713.4,Ragi
47,20,33,25.0,74.9,6.0,755.2,Ragi
52,20,39,22.5,70.8,7.1,644.9,Ragi
45,18,34,24.6,75.5,6.1,728.0,Ragi
54,22,31,23.4,71.1,6.8,673.0,Ragi
50,19,31,24.3,77.8,6.1,653.3,Ragi
53,21,37,26.0,69.5,6.6,735.1,Ragi
55,19,34,24.5,77.8,6.8,747.5,Ragi
51,21,38,26.2,68.4,6.6,672.1,Ragi
46,21,32,23.7,70.0,6.8,759.6,Ragi
52,18,31,22.4,71.0,6.9,745.4,Ragi
53,18,37,22.3,77.2,6.9,646.8,Ragi
50,22,34,21.6,71.8,6.8,740.3,Ragi
51,22,35,23.5,78.0,6.0,671.0,Ragi
46,22,33,22.3,82.2,6.9,640.3,Ragi
47,22,37,26.2,76.7,6.6,748.4,Ragi
51,19,34,23.2,70.2,6.2,719.7,Ragi
46,21,32,26.3,69.4,6.0,694.5,Ragi
51,21,38,22.0,76.3,6.7,631.8,Ragi
55,22,33,25.4,76.5,6.5,752.0,Ragi
51,22,38,22.0,73.8,5.9,669.4,Ragi
49,18,34,21.8,71.0,6.1,709.4,Ragi
50,18,36,22.6,72.5,6.5,711.4,Ragi
55,22,35,25.1,80.8,6.1,740.5,Ragi
50,18,37,26.1,69.1,7.0,711.5,Ragi
45,21,34,22.6,70.9,6.8,678.3,Ragi
47,21,37,25.5,82.4,6.2,725.3,Ragi
46,21,35,26.3,76.6,7.1,702.2,Ragi
45,21,32,26.2,76.2,6.7,722.0,Ragi
45,22,38,21.8,76.0,6.4,762.6,Ragi
85,40,56,17.3,62.5,7.2,529.7,Wheat
88,40,56,18.9,64.9,6.6,538.1,Wheat
83,41,66,18.1,69.3,6.6,507.3,Wheat
77,41,61,18.0,60.5,7.3,554.7,Wheat
86,36,62,18.2,65.5,7.0,537.8,Wheat
88,39,59,18.3,67.7,6.3,570.4,Wheat
76,39,63,16.9,70.0,6.3,592.6,Wheat
74,44,64,17.1,65.2,6.3,536.9,Wheat
78,41,61,17.2,62.3,7.5,546.2,Wheat
85,39,57,18.6,68.2,7.4,556.8,Wheat
72,42,59,19.2,59.1,6.8,503.8,Wheat
76,41,57,18.7,63.2,7.3,510.6,Wheat
80,43,55,18.0,59.8,6.7,537.3,Wheat
85,42,59,16.3,69.2,6.2,582.4,Wheat
87,43,62,16.7,62.7,7.4,591.3,Wheat
77,38,61,19.0,69.9,6.5,518.6,Wheat
72,42,58,16.3,64.8,6.2,540.5,Wheat
88,40,60,16.4,63.5,7.2,577.5,Wheat
76,43,64,18.5,63.7,6.6,495.4,Wheat
73,40,62,16.4,71.4,6.8,531.8,Wheat
84,41,61,16.0,64.5,6.4,589.5,Wheat
83,37,60,18.7,66.6,7.0,552.2,Wheat
86,39,65,17.3,60.5,6.3,524.8,Wheat
76,42,60,16.3,66.7,7.0,564.1,Wheat
86,38,57,18.8,69.9,6.6,497.6,Wheat
79,39,55,18.4,62.3,6.4,533.1,Wheat
75,41,56,16.5,64.4,7.4,535.2,Wheat
80,36,62,18.6,62.9,7.1,495.4,Wheat
75,39,54,17.3,64.7,6.5,592.0,Wheat
83,36,62,17.1,70.1,7.2,553.2,Wheat
85,39,64,18.3,71.4,6.8,593.8,Wheat
81,39,66,18.7,67.6,6.3,592.3,Wheat
75,41,59,15.8,64.2,6.1,585.0,Wheat
86,40,59,18.8,71.0,6.2,505.0,Wheat
82,41,65,16.0,70.8,6.2,603.6,Wheat
73,42,56,18.3,64.3,6.9,579.6,Wheat
76,38,64,16.3,63.8,6.5,503.2,Wheat
87,38,54,17.4,65.4,7.3,509.3,Wheat
78,42,57,18.8,62.0,6.4,574.2,Wheat
85,42,59,16.2,70.1,6.1,579.5,Wheat
74,37,61,18.5,60.4,6.1,577.4,Wheat
76,36,58,16.0,71.0,7.1,601.0,Wheat
72,39,63,15.8,69.0,6.5,542.1,Wheat
88,36,56,18.0,70.6,6.5,525.2,Wheat
84,41,55,17.2,68.7,6.6,516.9,Wheat
79,40,61,19.1,59.7,7.5,567.6,Wheat
87,44,60,17.5,70.3,7.3,505.3,Wheat
78,37,55,18.6,64.1,6.6,498.5,Wheat
73,39,64,16.1,69.8,7.0,564.3,Wheat
76,39,59,19.0,71.5,6.3,552.4,Wheat
78,37,55,16.0,59.2,6.8,553.9,Wheat
77,40,58,16.0,66.2,6.3,503.2,Wheat
79,40,56,17.3,71.2,6.3,565.9,Wheat
74,36,66,17.6,71.0,6.4,574.5,Wheat
74,36,56,18.4,70.4,6.2,579.3,Wheat
87,42,62,17.5,68.7,6.2,502.4,Wheat
77,42,61,18.4,67.9,7.0,549.4,Wheat
86,39,62,16.5,64.0,6.5,515.7,Wheat
80,43,56,18.6,59.9,6.3,594.8,Wheat
85,38,64,18.4,66.8,7.0,518.8,Wheat
72,43,62,16.6,67.5,6.5,505.8,Wheat
88,44,56,17.2,68.5,6.2,535.3,Wheat
75,43,57,19.2,67.7,7.4,563.3,Wheat
78,40,54,18.1,71.1,6.7,549.1,Wheat
88,42,62,16.2,58.8,7.1,502.8,Wheat
82,43,59,18.9,67.7,6.7,525.9,Wheat
80,42,56,15.9,63.1,6.5,507.8,Wheat
86,41,55,18.6,69.0,7.4,581.1,Wheat
85,43,58,18.2,68.1,6.7,543.8,Wheat
74,36,63,16.6,59.7,6.8,504.5,Wheat
75,41,63,17.3,69.5,6.3,537.7,Wheat
84,38,65,16.2,58.5,7.4,569.3,Wheat
87,38,63,18.6,68.4,7.1,547.3,Wheat
79,44,55,18.9,59.6,7.1,510.0,Wheat
82,40,57,16.4,69.1,6.9,576.2,Wheat
83,36,63,15.9,64.5,6.3,506.3,Wheat
82,40,56,18.2,66.4,6.5,499.3,Wheat
73,44,55,16.9,58.8,7.3,598.3,Wheat
78,44,57,18.1,61.0,6.2,499.4,Wheat
88,39,61,17.2,61.3,6.4,559.2,Wheat
82,41,60,18.8,66.3,7.1,500.0,Wheat
74,38,65,16.3,69.0,7.1,580.9,Wheat
85,36,54,16.7,69.4,6.4,584.1,Wheat
85,43,61,16.4,62.8,6.3,575.7,Wheat
75,42,66,18.2,70.2,7.4,511.2,Wheat
73,43,58,17.6,68.7,6.6,590.8,Wheat
81,36,66,16.5,62.2,6.2,511.3,Wheat
72,40,58,18.5,65.0,7.3,520.2,Wheat
85,42,54,16.5,61.7,7.1,521.2,Wheat
84,42,58,16.6,63.6,6.2,597.6,Wheat
87,42,64,18.4,66.9,6.5,593.4,Wheat
76,43,60,17.3,71.1,6.9,582.2,Wheat
78,43,56,17.6,61.0,7.1,508.7,Wheat
79,43,65,16.5,67.5,6.6,554.6,Wheat
84,37,59,19.2,59.6,7.0,528.5,Wheat
73,42,56,18.0,65.9,7.4,508.5,Wheat
77,43,55,19.0,60.5,7.2,554.5,Wheat
84,44,61,17.0,62.8,6.3,568.3,Wheat
75,44,65,16.1,62.1,7.4,541.9,Wheat
82,39,56,18.0,60.2,6.4,559.9,Wheat
78,44,56,18.7,60.0,7.1,579.0,Wheat
75,39,63,16.5,68.2,7.4,604.1,Wheat
86,37,58,17.4,61.8,6.4,557.1,Wheat
44,18,27,25.1,73.9,6.4,563.4,Arhar/Tur
39,19,33,26.8,66.2,6.2,547.2,Arhar/Tur
38,22,29,25.2,76.8,6.4,570.7,Arhar/Tur
36,18,31,24.0,73.9,5.9,548.9,Arhar/Tur
36,19,28,26.9,67.1,6.2,585.3,Arhar/Tur
37,18,28,23.0,65.5,6.6,652.1,Arhar/Tur
37,21,31,27.3,76.1,6.3,567.6,Arhar/Tur
43,22,31,25.6,76.2,6.5,561.8,Arhar/Tur
44,21,32,23.8,70.7,6.6,622.5,Arhar/Tur
37,19,33,23.9,67.2,6.5,551.8,Arhar/Tur
37,22,32,25.6,75.6,6.6,597.4,Arhar/Tur
42,21,33,24.9,73.2,5.9,544.8,Arhar/Tur
37,18,27,23.2,73.7,6.7,583.3,Arhar/Tur
37,18,31,25.2,65.5,6.8,577.1,Arhar/Tur
39,21,31,23.5,68.1,5.9,593.5,Arhar/Tur
43,21,29,25.8,63.4,7.1,549.3,Arhar/Tur
39,20,32,22.6,72.4,5.9,557.6,Arhar/Tur
38,22,29,26.0,68.1,6.8,558.0,Arhar/Tur
44,20,33,24.1,65.0,6.7,575.2,Arhar/Tur
36,21,27,22.7,69.1,7.1,589.4,Arhar/Tur
42,19,27,22.7,74.8,6.7,573.8,Arhar/Tur
38,19,29,25.1,63.3,6.1,635.1,Arhar/Tur
41,22,29,24.1,64.0,6.7,593.5,Arhar/Tur
40,20,32,25.7,63.9,6.6,556.7,Arhar/Tur
38,20,31,27.4,76.9,6.8,631.8,Arhar/Tur
40,22,33,27.2,68.3,6.9,566.5,Arhar/Tur
44,19,31,25.0,72.9,6.4,656.9,Arhar/Tur
40,20,27,26.1,65.7,6.9,628.6,Arhar/Tur
41,20,30,22.8,74.6,6.1,594.9,Arhar/Tur
38,21,32,24.2,70.6,6.5,603.6,Arhar/Tur
40,20,33,24.5,73.0,6.4,592.6,Arhar/Tur
44,19,29,24.1,76.0,6.7,604.9,Arhar/Tur
37,21,31,27.3,76.8,5.9,549.4,Arhar/Tur
44,19,32,24.4,68.1,6.1,622.4,Arhar/Tur
43,19,33,25.3,63.7,6.6,643.2,Arhar/Tur
41,22,29,22.7,65.5,6.6,629.7,Arhar/Tur
36,22,28,24.8,65.5,6.1,609.9,Arhar/Tur
41,22,29,23.3,68.0,6.4,591.9,Arhar/Tur
40,21,31,25.3,66.9,5.9,644.2,Arhar/Tur
43,22,27,25.0,70.6,7.0,598.8,Arhar/Tur
39,20,28,23.3,74.9,6.4,612.1,Arhar/Tur
36,20,33,26.8,71.3,5.9,590.7,Arhar/Tur
43,19,27,25.1,76.9,6.0,617.5,Arhar/Tur
40,19,31,23.2,68.2,6.6,659.8,Arhar/Tur
37,21,31,22.7,63.2,5.9,646.6,Arhar/Tur
39,22,33,23.1,63.5,5.9,592.2,Arhar/Tur
39,21,29,25.6,76.3,7.1,603.3,Arhar/Tur
38,19,31,26.9,74.0,6.4,645.6,Arhar/Tur
41,18,31,26.8,63.0,6.5,595.6,Arhar/Tur
38,20,32,25.0,64.3,6.1,611.3,Arhar/Tur
39,18,27,22.9,76.8,6.7,620.9,Arhar/Tur
42,19,31,24.4,76.2,6.6,623.9,Arhar/Tur
40,22,32,25.4,75.5,6.8,610.2,Arhar/Tur
36,20,30,23.6,74.4,6.9,554.0,Arhar/Tur
39,19,32,23.1,68.4,7.1,551.5,Arhar/Tur
43,20,28,25.3,64.6,6.3,556.0,Arhar/Tur
37,20,33,25.9,74.9,6.4,557.4,Arhar/Tur
43,18,32,26.3,66.0,7.1,606.0,Arhar/Tur
38,19,29,25.2,72.0,6.7,622.6,Arhar/Tur
40,18,31,26.7,73.0,6.8,597.5,Arhar/Tur
42,19,27,26.6,66.1,6.7,541.2,Arhar/Tur
40,18,32,22.6,63.2,6.6,643.9,Arhar/Tur
44,21,33,25.6,72.1,6.3,623.3,Arhar/Tur
38,21,32,24.2,71.6,6.2,591.2,Arhar/Tur
40,19,30,25.3,75.2,6.5,563.2,Arhar/Tur
40,19,27,25.9,69.8,6.9,591.1,Arhar/Tur
38,22,31,23.4,63.8,6.1,654.7,Arhar/Tur
40,19,27,26.8,68.1,6.7,605.3,Arhar/Tur
41,18,32,26.6,69.2,6.8,563.5,Arhar/Tur
37,21,28,24.5,64.9,6.4,614.8,Arhar/Tur
41,22,31,26.0,75.3,6.2,590.4,Arhar/Tur
38,22,27,26.8,67.1,6.2,648.5,Arhar/Tur
42,18,32,23.8,65.0,7.0,542.7,Arhar/Tur
36,22,28,25.5,67.6,6.0,565.5,Arhar/Tur
36,19,29,23.5,65.0,6.6,563.7,Arhar/Tur
36,18,29,25.9,67.1,6.7,623.0,Arhar/Tur
42,21,31,26.6,65.2,6.0,609.6,Arhar/Tur
40,19,30,25.0,70.9,6.4,613.8,Arhar/Tur
36,20,31,23.1,67.8,6.3,579.7,Arhar/Tur
39,20,27,27.1,74.1,6.5,568.6,Arhar/Tur
43,20,31,23.1,69.0,7.0,579.7,Arhar/Tur
40,19,32,27.0,68.1,6.0,638.3,Arhar/Tur
41,22,27,23.5,68.8,7.0,617.9,Arhar/Tur
38,21,32,22.9,67.4,6.8,607.0,Arhar/Tur
43,19,28,25.1,63.7,6.9,593.7,Arhar/Tur
42,19,31,23.6,69.0,6.4,555.3,Arhar/Tur
42,21,31,26.6,70.1,6.9,645.5,Arhar/Tur
39,21,30,24.0,72.5,6.2,598.8,Arhar/Tur
38,18,29,22.6,66.4,7.0,654.6,Arhar/Tur
37,18,27,25.7,64.1,6.4,565.4,Arhar/Tur
39,19,31,25.8,76.9,6.7,573.8,Arhar/Tur
40,21,30,23.6,70.8,6.9,623.9,Arhar/Tur
42,20,31,27.5,74.6,7.0,541.1,Arhar/Tur
43,19,30,23.5,70.3,6.1,624.0,Arhar/Tur
38,22,29,23.7,64.3,6.0,551.0,Arhar/Tur
41,21,28,24.6,64.8,6.9,605.1,Arhar/Tur
40,22,29,24.6,75.8,5.9,649.1,Arhar/Tur
42,22,31,23.7,67.4,6.6,637.0,Arhar/Tur
40,21,28,24.2,73.6,6.7,658.3,Arhar/Tur
40,19,28,24.4,64.0,5.9,644.0,Arhar/Tur
34,16,27,25.9,63.4,7.2,548.8,Moong(Green Gram)
37,19,22,27.4,66.4,6.8,540.0,Moong(Green Gram)
33,20,28,28.1,61.2,6.9,602.3,Moong(Green Gram)
39,20,27,28.7,69.1,6.2,534.5,Moong(Green Gram)
32,20,28,30.8,63.2,7.2,560.4,Moong(Green Gram)
34,19,26,28.5,65.5,6.8,582.1,Moong(Green Gram)
35,20,23,25.8,60.5,7.4,510.1,Moong(Green Gram)
34,19,28,29.1,71.3,6.5,528.3,Moong(Green Gram)
35,17,27,27.9,66.6,7.1,562.9,Moong(Green Gram)
39,20,25,28.6,64.6,6.4,548.4,Moong(Green Gram)
33,20,25,29.0,68.5,7.0,505.2,Moong(Green Gram)
39,20,24,25.4,66.9,7.2,600.1,Moong(Green Gram)
38,17,26,29.0,61.2,7.0,546.2,Moong(Green Gram)
36,19,25,27.5,63.1,7.4,599.5,Moong(Green Gram)
36,18,24,30.1,71.5,6.8,502.1,Moong(Green Gram)
34,17,23,28.2,63.5,7.1,501.9,Moong(Green Gram)
39,19,28,26.7,71.3,7.1,558.1,Moong(Green Gram)
38,20,27,25.3,60.1,6.3,510.6,Moong(Green Gram)
31,16,22,29.0,64.7,7.1,520.9,Moong(Green Gram)
33,17,25,30.2,70.1,7.0,592.8,Moong(Green Gram)
36,17,26,26.8,69.8,7.3,509.7,Moong(Green Gram)
37,18,28,29.9,64.3,6.5,581.7,Moong(Green Gram)
35,17,26,30.7,59.6,6.5,510.1,Moong(Green Gram)
37,17,22,28.8,64.9,6.4,562.6,Moong(Green Gram)
33,20,25,27.3,61.6,6.9,590.8,Moong(Green Gram)
34,18,28,27.6,67.6,6.5,578.6,Moong(Green Gram)
34,20,24,30.8,61.4,7.3,513.7,Moong(Green Gram)
39,16,23,30.8,71.4,6.4,578.6,Moong(Green Gram)
36,16,23,30.0,61.1,7.3,544.1,Moong(Green Gram)
31,17,27,25.2,58.8,6.6,590.3,Moong(Green Gram)
31,17,24,28.5,67.5,7.5,588.5,Moong(Green Gram)
35,17,24,25.9,65.1,6.9,541.6,Moong(Green Gram)
36,17,25,26.8,67.7,7.1,546.7,Moong(Green Gram)
33,16,27,29.2,61.6,6.4,595.3,Moong(Green Gram)
37,19,26,29.6,64.6,6.7,546.0,Moong(Green Gram)
34,18,22,28.5,68.3,6.6,571.7,Moong(Green Gram)
31,16,26,28.6,69.6,6.9,512.5,Moong(Green Gram)
38,18,25,28.3,67.1,7.0,581.7,Moong(Green Gram)
34,20,24,30.0,64.7,7.0,549.8,Moong(Green Gram)
35,19,27,29.8,68.9,6.9,603.3,Moong(Green Gram)
37,17,28,30.5,60.1,7.0,543.4,Moong(Green Gram)
37,19,24,26.1,68.9,6.4,530.5,Moong(Green Gram)
34,17,23,25.4,70.5,6.4,589.4,Moong(Green Gram)
33,16,24,27.7,65.1,7.2,537.1,Moong(Green Gram)
39,19,28,29.0,69.9,6.4,545.3,Moong(Green Gram)
34,16,22,28.6,62.5,6.6,553.2,Moong(Green Gram)
38,16,26,30.3,68.2,7.1,542.2,Moong(Green Gram)
37,19,27,25.7,68.0,7.1,556.0,Moong(Green Gram)
37,16,24,27.4,60.4,6.8,556.2,Moong(Green Gram)
37,18,28,25.6,63.9,7.4,545.4,Moong(Green Gram)
32,20,25,29.5,61.1,6.3,560.1,Moong(Green Gram)
32,19,23,29.4,69.6,7.1,519.1,Moong(Green Gram)
35,18,24,27.8,66.9,6.4,514.5,Moong(Green Gram)
38,20,24,30.0,62.8,6.6,541.0,Moong(Green Gram)
38,19,28,27.7,62.7,7.2,503.9,Moong(Green Gram)
37,16,26,30.0,68.4,6.8,591.8,Moong(Green Gram)
38,16,23,29.9,69.7,7.2,508.7,Moong(Green Gram)
31,19,22,30.3,67.6,6.2,553.0,Moong(Green Gram)
35,17,27,28.1,65.6,6.6,528.9,Moong(Green Gram)
31,20,23,29.1,63.7,6.3,581.4,Moong(Green Gram)
37,18,27,26.1,59.8,7.4,505.3,Moong(Green Gram)
34,19,27,28.9,64.3,6.4,541.9,Moong(Green Gram)
38,20,27,26.1,68.5,6.2,584.7,Moong(Green Gram)
33,16,26,27.8,64.7,7.0,505.2,Moong(Green Gram)
36,17,25,28.8,61.3,6.4,580.8,Moong(Green Gram)
37,19,28,26.6,63.1,6.2,507.3,Moong(Green Gram)
37,20,24,30.8,58.6,6.6,528.9,Moong(Green Gram)
38,16,27,27.3,70.9,7.4,529.1,Moong(Green Gram)
33,20,28,28.9,66.3,6.2,523.0,Moong(Green Gram)
32,17,28,25.8,67.6,7.3,510.4,Moong(Green Gram)
35,16,25,28.3,67.6,6.3,541.8,Moong(Green Gram)
38,20,27,30.8,62.0,7.1,497.1,Moong(Green Gram)
31,18,24,27.5,65.6,7.1,543.1,Moong(Green Gram)
32,19,23,25.9,60.6,7.0,598.7,Moong(Green Gram)
39,18,26,28.9,63.1,6.4,528.7,Moong(Green Gram)
36,19,28,30.4,68.3,7.3,547.0,Moong(Green Gram)
38,20,27,29.8,58.6,6.8,504.6,Moong(Green Gram)
32,20,24,25.5,64.1,7.1,519.2,Moong(Green Gram)
33,17,23,25.4,64.0,7.4,592.0,Moong(Green Gram)
35,17,25,25.3,62.4,6.3,565.7,Moong(Green Gram)
36,16,27,30.5,67.8,7.3,530.3,Moong(Green Gram)
36,20,22,28.5,62.4,7.2,572.6,Moong(Green Gram)
37,16,24,29.2,70.2,7.0,603.7,Moong(Green Gram)
34,18,25,28.3,71.3,6.5,600.2,Moong(Green Gram)
33,19,26,27.1,59.7,6.4,600.3,Moong(Green Gram)
35,16,24,27.8,66.4,6.7,525.1,Moong(Green Gram)
33,18,26,30.3,62.6,7.3,596.5,Moong(Green Gram)
38,16,28,27.4,69.8,6.4,578.4,Moong(Green Gram)
35,19,22,30.7,61.0,6.3,521.1,Moong(Green Gram)
36,16,27,25.8,67.8,6.4,546.4,Moong(Green Gram)
32,19,22,25.5,68.3,6.4,508.1,Moong(Green Gram)
36,17,26,26.2,63.0,7.1,499.9,Moong(Green Gram)
32,18,28,30.5,66.3,6.7,526.5,Moong(Green Gram)
38,19,28,25.7,68.7,6.3,569.8,Moong(Green Gram)
31,20,27,29.0,71.4,7.2,604.9,Moong(Green Gram)
35,17,25,25.3,62.3,6.7,522.5,Moong(Green Gram)
39,19,22,30.4,71.2,7.3,513.5,Moong(Green Gram)
38,16,25,28.4,63.1,6.3,535.0,Moong(Green Gram)
37,20,24,30.7,67.1,7.2,528.2,Moong(Green Gram)
33,17,26,26.4,61.0,6.2,560.4,Moong(Green Gram)
33,20,23,30.5,66.4,6.4,600.4,Moong(Green Gram)
39,18,22,29.3,66.8,6.5,586.3,Moong(Green Gram)
38,20,27,27.2,60.8,7.1,560.9,Moong(Green Gram)
37,16,26,29.9,65.6,7.1,519.2,Moong(Green Gram)
38,19,28,28.7,65.0,6.7,474.6,Urad
36,17,26,29.2,67.1,7.1,463.7,Urad
38,19,31,25.2,74.0,6.3,485.7,Urad
40,18,25,26.4,66.0,6.8,462.2,Urad
41,18,26,25.3,70.5,6.4,494.8,Urad
40,17,26,27.0,62.2,6.3,456.1,Urad
36,20,27,29.6,63.3,7.2,508.3,Urad
42,19,28,27.2,71.6,7.3,451.6,Urad
34,21,25,27.6,73.1,7.3,473.2,Urad
41,17,25,29.3,66.1,7.2,492.9,Urad
37,18,28,29.6,67.3,6.2,482.2,Urad
37,19,30,27.4,61.5,6.7,498.1,Urad
36,20,27,27.8,66.3,6.4,531.9,Urad
40,20,29,26.8,62.4,7.0,503.0,Urad
42,20,26,26.3,69.0,7.1,467.8,Urad
37,17,26,24.8,61.5,6.5,493.6,Urad
40,17,30,26.1,66.6,7.0,529.4,Urad
38,20,30,28.5,63.7,6.4,461.6,Urad
36,19,30,26.6,68.6,7.3,483.7,Urad
39,18,29,27.9,65.6,6.6,479.4,Urad
41,20,29,27.6,63.9,6.1,485.3,Urad
34,20,26,28.3,72.1,6.3,519.9,Urad
42,20,31,25.3,71.7,6.6,505.1,Urad
38,17,28,25.4,63.4,6.1,528.5,Urad
38,21,30,27.1,63.3,6.1,549.6,Urad
42,17,30,27.6,72.4,6.0,476.3,Urad
37,20,31,28.5,71.4,7.3,549.9,Urad
35,18,26,25.8,67.4,6.3,509.7,Urad
41,20,28,25.6,73.1,6.7,544.6,Urad
35,21,27,26.6,66.7,6.3,454.6,Urad
36,19,25,27.7,71.2,6.9,522.7,Urad
36,20,25,27.6,66.1,6.6,546.1,Urad
42,19,29,24.9,73.7,6.4,450.5,Urad
35,19,29,28.6,69.7,6.3,527.9,Urad
38,17,28,27.1,64.5,6.3,536.0,Urad
39,21,27,28.4,72.2,7.2,486.0,Urad
36,21,28,28.1,68.6,7.3,499.7,Urad
35,17,29,26.5,68.5,6.8,469.7,Urad
41,20,28,29.1,67.1,6.8,467.4,Urad
37,19,30,27.8,63.7,6.7,510.2,Urad
35,18,26,26.8,72.6,7.3,515.1,Urad
37,18,26,29.2,74.3,6.3,471.8,Urad
40,18,26,25.4,72.0,6.2,481.0,Urad
36,18,30,26.8,72.1,6.7,530.1,Urad
39,21,30,24.7,63.3,7.0,523.3,Urad
40,20,29,28.3,64.1,6.2,475.0,Urad
38,20,27,24.9,73.7,7.2,470.3,Urad
35,21,30,28.8,72.4,7.2,452.8,Urad
39,19,27,24.7,72.8,6.8,495.5,Urad
41,17,30,28.4,74.3,7.3,497.5,Urad
41,19,30,28.7,63.0,7.2,499.3,Urad
38,19,25,24.5,61.4,7.1,488.8,Urad
38,20,30,24.5,61.9,6.2,489.4,Urad
40,19,31,27.7,68.4,7.2,522.1,Urad
39,17,29,27.8,68.6,6.8,463.3,Urad
34,20,29,25.4,72.8,7.2,546.6,Urad
36,18,27,25.1,62.4,6.8,501.6,Urad
38,20,28,26.2,73.8,7.3,509.5,Urad
39,21,27,24.6,72.6,7.0,468.8,Urad
41,19,30,25.4,68.1,7.3,525.4,Urad
37,17,27,27.6,73.0,7.1,535.6,Urad
35,21,28,28.7,64.6,6.2,520.8,Urad
37,19,31,27.6,72.0,6.4,544.5,Urad
41,18,29,25.1,68.1,7.0,550.0,Urad
39,19,26,29.7,63.9,7.1,526.5,Urad
39,18,25,28.9,67.0,6.1,482.0,Urad
39,17,27,27.1,67.1,6.5,533.4,Urad
39,18,29,26.2,65.5,7.3,499.0,Urad
35,21,30,25.5,63.2,6.2,475.9,Urad
41,20,27,28.0,61.5,6.3,512.2,Urad
39,17,26,24.3,64.0,7.2,507.5,Urad
35,21,26,26.1,71.2,7.3,455.4,Urad
36,20,29,27.6,68.5,6.5,454.9,Urad
40,19,25,26.4,63.5,6.3,526.6,Urad
38,18,29,28.1,65.7,6.2,540.5,Urad
41,18,31,25.9,62.8,6.1,549.0,Urad
34,21,30,26.2,72.2,6.4,490.1,Urad
34,19,30,25.1,71.0,6.6,456.5,Urad
34,17,25,28.3,64.4,6.4,515.4,Urad
38,19,27,26.3,70.4,6.9,496.8,Urad
41,20,27,24.8,63.9,6.0,549.4,Urad
40,17,31,25.2,66.5,6.9,527.5,Urad
35,19,28,25.3,66.3,7.0,547.3,Urad
39,18,31,26.4,74.7,7.3,486.7,Urad
34,19,26,26.3,74.0,6.5,480.1,Urad
40,18,30,29.4,68.3,7.3,502.2,Urad
38,20,25,27.1,73.6,7.1,541.5,Urad
42,19,26,27.6,67.1,6.3,543.9,Urad
39,21,25,26.8,67.9,6.9,502.7,Urad
35,19,29,24.6,69.9,6.2,544.5,Urad
38,20,25,24.6,68.8,7.0,492.5,Urad
34,17,26,28.7,73.8,7.1,521.2,Urad
36,20,29,28.3,64.0,6.8,527.5,Urad
38,17,31,26.6,66.7,6.4,502.4,Urad
40,18,29,28.4,65.2,6.2,517.7,Urad
